	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep1	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep2	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep3
Lasp1	-0.003611254	0.235972083	0.086104371	NA	0.108491003	-0.098752709	-0.834107351	-0.505266955	-0.308108555
Rras	NA	-0.703008197	-0.457751857	NA	NA	-0.267583173	NA	NA	-0.560834342
Txlna	NA	-0.940977051	NA	NA	0.623585972	NA	NA	NA	NA
Oxsr1	-0.177979649	0.292899515	-0.133432218	0.425674135	0.109962253	0.098554307	0.180657108	0.436375082	0.785676089
Cldn11	NA	NA	NA	NA	0.544683205	NA	NA	NA	NA
Mybph	1.587893002	NA	-0.391417822	NA	NA	NA	NA	-1.532908369	-1.070148418
Ago2	NA	NA	NA	NA	-0.29235153	NA	NA	-1.032860911	-0.641603738
Sema7a	0.221691514	0.294782469	0.222309979	0.463099267	0.184216808	0.315682151	0.835843249	0.849999259	0.666029381
Atp8a1	NA	NA	NA	NA	NA	-0.085848828	NA	NA	NA
Hebp1	-0.168495638	NA	-0.448567655	NA	NA	NA	NA	NA	-2.171173473
Spag9	0.12631213	0.156784908	-0.270938906	NA	-0.014412136	0.226015216	-0.782198524	-0.525745684	-0.373981467
Ldah	0.342440964	-0.074000581	-0.183572321	-0.137568446	-0.033141365	-0.172506126	NA	-2.860399535	0.028286243
Acaa1b	-0.745817178	0.39330636	0.169796756	NA	-0.734035093	0.16774328	0.147567207	0.085832524	-0.230515982
Spg20	-0.077984879	-0.489929283	-0.138124016	-0.170523844	0.100977648	0.177088602	-0.981622201	-0.93984191	-0.79118312
Ddx58	0.377068206	-0.751222306	-0.484771992	NA	-0.13796526	0.237318966	NA	NA	NA
Eef1a1	-0.226459335	-0.262797823	0.004033901	0.123268887	0.021906077	0.326077085	-0.919042233	-0.590180053	-0.704794205
Rap1gap	-0.232599444	0.176322773	0.174150712	NA	0.073408955	0.221938932	NA	NA	NA
Wdr48	NA	NA	NA	NA	0.080657663	0.534161233	NA	0.482538548	NA
Cdc42bpb	-0.765081811	-0.403999932	-0.350798441	NA	NA	NA	NA	NA	NA
Apex1	-0.25308534	0.499373945	0.442120759	0.6296597	0.300065137	0.029700234	0.351062899	-2.592919225	-1.571793276
Hnrnpa1	0.383828687	0.589571754	0.426425791	0.189160371	0.144960005	0.061845307	2.106616329	2.036749476	2.04708464
Nudcd1	NA	NA	NA	NA	NA	NA	NA	NA	-0.096514332
Ak5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eri3	-0.2529478	-0.073438799	-0.156852277	NA	NA	NA	NA	-0.07310487	0.16889872
Npepl1	-0.449473598	-0.519300584	-0.317462658	NA	1.145220937	0.116098552	-1.090188501	-2.421747183	-0.554421599
Fau	-0.252518071	0.017494379	-0.087166218	NA	NA	-0.034485351	NA	NA	NA
Gnpnat1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Appl1	0.147567207	-0.154409591	-0.199768941	-0.276275445	-0.038510021	-0.057451715	-1.148704698	-0.826309673	-0.735379502
Rps6ka4	NA	NA	-2.133590476	NA	NA	NA	NA	NA	-0.797563471
Thrsp	-0.595816225	NA	NA	NA	NA	NA	NA	-2.945748863	-0.564584759
Hdlbp	-0.530593266	-0.748432379	-0.518907763	NA	-0.079036012	0.295487943	-0.578370043	-0.161056298	0.343009783
Mpst	0.431569476	NA	NA	NA	NA	NA	NA	NA	NA
Sncb	0.042224074	0.144699025	-0.171807142	NA	NA	-0.346481329	-0.969791068	-0.530676628	-0.900018122
Blvrb	0.006477564	-0.231210135	-0.530009862	-0.084502045	-0.175680195	-0.096252129	-1.569864625	-0.876016035	-1.005956182
Srrt	0.136585153	0.208766947	-0.072862061	NA	0.365468586	-0.381272697	NA	NA	2.302816194
Limch1	0.179256247	0.051580921	0.074642438	NA	-0.407133983	-0.029470252	NA	-0.563454346	-0.097177765
Gna11	-0.222010158	-0.003047303	0.249627373	0.110095929	2.253838032	-0.202107143	-0.181591148	-0.351957994	-0.22965299
Epn1	0.222062625	0.114766793	0.033088169	-0.154827126	0.102456577	-0.024384487	NA	-0.527345873	-0.374093649
Mtmr7	NA	-0.437466929	NA	NA	NA	-0.114347549	NA	-0.529197657	NA
Ppip5k2	NA	NA	NA	NA	0.156526059	0.378844514	NA	NA	NA
Ccdc93	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asb6	-1.670933826	NA	NA	NA	NA	NA	NA	NA	NA
Xpot	NA	-0.024589921	-0.333461533	NA	0.477159211	0.117960953	NA	-0.725326838	NA
Setd7	-0.161362817	-0.117020524	-0.207494434	NA	-0.210729814	-0.050069197	-0.401501394	2.536177265	2.967187056
Dok4	NA	NA	NA	NA	0.220701417	NA	NA	NA	NA
Cisd1	NA	NA	NA	NA	0.354903461	NA	NA	1.202699807	0.496922466
Crygs	0.133432007	NA	NA	NA	NA	-0.225615634	NA	NA	NA
Rprd1a	-0.06712244	NA	-0.134999736	0.110764122	0.441908364	0.235604533	NA	NA	NA
Tmed7	NA	NA	NA	NA	NA	0.671112175	NA	NA	-2.789860543
Sf3b6	0.281431197	NA	NA	0.355354621	NA	-0.074243582	NA	NA	NA
Dip2a	-0.876916561	NA	NA	NA	NA	NA	NA	NA	NA
Rcsd1	NA	NA	NA	NA	0.182565182	-0.029072741	NA	0.738378743	-0.740408121
Dph5	NA	NA	-0.141684736	NA	NA	NA	NA	NA	NA
Fam169a	NA	NA	NA	NA	-0.078457033	-0.037517607	NA	NA	0.704960471
Cd81	-0.335535364	-0.243437807	0.401848875	-0.412193386	-0.250234062	0.350044566	0.652692989	1.026941667	1.019915368
Hid1	-0.050084134	0.3950628	-0.275402111	NA	NA	0.333080194	NA	-0.699934863	-0.372654645
Zyg11b	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ubash3b	-0.919533344	-2.048173516	NA	NA	NA	0.144176924	NA	-3.285459928	-2.568152431
Fam63a	NA	NA	NA	NA	NA	NA	NA	-0.076858428	0.295487943
Pnp	0.44826666	0.023468281	-0.203369024	0.079429315	0.350610395	0.298423712	-1.0932633	-2.422056426	-1.788215252
Lama1	0.625083418	NA	0.44127099	0.850959403	-0.081430578	-0.262970929	2.057415612	1.956428433	1.76994096
Lrp6	0.256286071	-0.07305934	-0.249753678	NA	-0.307840654	0.153545952	-1.253876452	-0.861500049	-0.631019382
Agl	0.402722177	-0.60906823	-0.770116801	-0.161056298	0.060462488	-0.059525006	NA	-0.088132046	0.202887833
Tubgcp4	-0.15707747	NA	NA	NA	NA	NA	NA	0.6098495	NA
Dpp4	0.018064389	0.340960985	0.060739158	NA	0.300768033	0.049770152	NA	3.236232374	3.459431619
2310036O22Rik	NA	NA	0.357045213	NA	NA	NA	NA	NA	NA
Abhd4	-1.043675656	0.044324169	-0.050801268	0.003890027	0.387693396	0.358621314	-0.88179977	-0.331082121	1.979805862
Pacsin1	0.059493725	0.749319725	0.083383588	-0.606254329	-0.306698165	-0.243523203	0.028569152	0.654618845	1.079156207
Lsm3	-0.062851496	-0.687218672	0.182438056	0.39330636	NA	-0.000519464	0.031677496	NA	-0.123433941
Ptma	-0.591831629	-0.244941522	0.107152199	NA	0.193456366	-0.772825765	0.636172167	0.023326332	-0.145270222
Dnajc6	-0.166227428	-0.434207879	-0.328217508	NA	0.065434446	0.074368422	NA	NA	2.661384776
Sh3pxd2b	-0.682858041	NA	NA	NA	0.367706537	0.126179949	NA	NA	NA
Lgalsl	-0.053658402	-0.051698188	-0.422385069	-0.195037813	0.363899952	-0.061932558	-0.953299413	-0.644374751	-0.563539629
Sec24a	-0.68176994	NA	NA	NA	NA	NA	NA	NA	NA
Cdv3	-0.091340783	0.695370292	0.425566724	-0.174067872	-0.096252129	0.004609253	1.016353684	1.212569339	-1.160653083
Csdc2	NA	NA	NA	NA	NA	NA	-4.67348106	NA	NA
Efhd2	0.448160918	0.334797075	-0.045401653	-0.276240502	-0.140364337	-0.140221234	-0.778580695	-1.237829805	-0.674820851
Tsc22d1	-0.125557113	0.392207499	-0.226054297	NA	NA	-0.156321606	NA	NA	-0.928621735
Zbed5	NA	0.347212086	NA	1.041663532	NA	NA	1.452279135	1.512732563	1.324465006
Rbm8a	NA	NA	NA	-0.017519272	NA	NA	NA	0.093560176	NA
Fermt2	-0.773022979	-0.358472467	-0.299702339	1.476744584	0.073408955	1.272501021	0.181802255	0.053667449	0.252415659
Tkfc	0.13553487	-0.222010158	-0.371347704	NA	NA	NA	NA	NA	0.039138394
Wdr44	0.198996966	0.707878133	-0.179449304	NA	-0.075307192	0.004896843	-1.224182473	-0.913161896	-0.600883607
Smc1a	-1.155052002	-0.553404975	-0.696844677	NA	0.098419558	0.204140717	NA	0.110363243	0.722466024
Palmd	0.30439422	0.017351842	0.014783753	NA	0.207643013	0.134615244	NA	-0.875618923	-0.59712505
Atg5	NA	0.132247798	NA	NA	0.810648748	0.425244442	NA	0.752662969	NA
Cog5	NA	NA	NA	NA	-0.755332101	NA	NA	NA	NA
Mybbp1a	1.07751647	0.451751815	0.824238327	NA	-0.555184537	-0.26359428	2.454070583	NA	0.994507316
Atp6v0a1	NA	NA	NA	NA	0.64117606	NA	NA	NA	NA
Thbs1	1.181675061	2.220329955	1.592301547	0.397145797	0.457226546	-0.037932264	4.169604367	3.376568225	3.606560671
BC026585	NA	NA	NA	0.360982241	0.316145742	0.021763974	NA	4.555509427	3.799709023
Prkcdbp	-0.126281279	-0.19855987	0.406210109	-0.199421022	0.754887502	-0.107197112	-1.666072556	-2.988847901	-2.775663312
Fam151b	NA	NA	-1.046205839	NA	NA	NA	-0.148928622	NA	NA
Tgtp2	NA	NA	NA	NA	NA	-0.224873585	NA	NA	NA
Hnrnpf	0.200755432	-0.09967995	0.123798608	0.045303168	-0.021277187	0.045163352	-2.163978941	-2.278723596	-2.040912412
Igfbp7	0.111565545	0.949721678	0.657457085	0.434881719	0.219586745	0.046560906	0.854713823	0.286999397	0.514097005
Sf3b3	-0.179890493	-0.10489906	-0.256252393	0.889551419	0.263034406	-0.344574894	NA	-1.269616546	0.59062597
Ppp1r14c	NA	NA	NA	NA	NA	NA	NA	NA	NA
Islr	-0.383924658	0.193960937	0.024603367	NA	0.649937299	-0.053748247	-1.55758194	-2.646473447	-2.010657503
Wipi2	NA	0.371837617	-0.374000164	NA	-0.018439568	0.206893236	NA	1.420347653	-1.181247585
Slc16a1	-0.359804818	0.23572706	0.23780843	-0.905061336	-0.214173281	0.185486004	-0.253222894	-0.059089067	-0.062730946
Golgb1	-0.321261003	NA	0.194465332	NA	NA	NA	NA	NA	NA
Oscp1	0.335254565	-0.445126321	NA	NA	-0.704394511	NA	NA	NA	NA
Limd2	0.539332545	NA	0.701770822	NA	NA	NA	NA	NA	1.16690822
A230050P20Rik	0.799336025	NA	NA	NA	-0.549894664	-0.350669659	NA	-0.004160956	0.620117165
Dync1li2	0.02672925	0.340049473	0.555914294	-0.265379247	-0.336063394	-0.019945444	1.200567127	0.765619608	0.92873036
Apoc1	NA	0.328262029	NA	NA	NA	NA	NA	NA	NA
Ptprm	NA	NA	NA	NA	0.461528559	0.039278795	NA	NA	NA
Hibch	0.965913544	NA	NA	0.219834524	1.027437183	0.336054824	NA	2.029488224	NA
Dpcd	NA	NA	NA	NA	NA	1.018918982	NA	NA	NA
Fgf1	0.317767139	-0.098613674	-0.365518249	-0.257183175	-0.122679788	-0.148848645	-1.258011041	-0.314373759	-0.733099547
Cpne7	-0.096637739	0.224163787	-0.038776756	NA	0.333194716	NA	-0.435416966	-0.935365435	-0.449690321
Phyhipl	0.774755439	0.249506021	-0.194889183	NA	-0.000678226	0.019915368	-1.469969222	-0.435904788	0.079429315
Hist1h1c	NA	NA	NA	NA	NA	-0.360175134	NA	NA	NA
Eprs	-1.445676383	-0.948864596	-0.444105333	1.14208663	-0.669028641	0.225891862	0.031677496	0.323773564	-0.292475209
Ensa	-0.352381555	-0.069845534	-0.242823102	NA	NA	-0.084226721	NA	0.584289086	-0.453834015
Sec24c	-0.372729363	-0.316474209	-0.795959474	NA	-0.33808626	0.259664184	NA	-0.782347396	-1.223340102
Ube3c	-0.475856065	NA	-0.789735834	NA	0.527270557	0.007626092	NA	-0.109187573	-2.622998448
Itpk1	NA	NA	NA	NA	NA	NA	NA	NA	-2.558431534
Eftud1	-0.585799507	-1.506885578	-1.288734181	NA	NA	NA	NA	NA	NA
Eef2	-0.270486384	-0.418272761	-0.471288669	0.254594043	-0.196905251	0.162210036	-0.5173995	-0.590657947	-0.198146037
Fgl2	NA	NA	0.759070591	NA	NA	NA	NA	-0.218010884	NA
Snap91	0.082157559	0.242693958	0.083792032	0.049073097	0.405012083	-0.003423245	NA	0.413810687	0.465608848
Atp5h	NA	-1.734419082	NA	0.104068226	NA	NA	NA	1.244643546	0.826436626
Ckap5	-0.616082861	0.150039693	0.634035597	0.821057079	-0.015053438	0.469990138	2.450643815	0.576763978	1.030971642
Gstt2	0.361768359	-0.340659943	-0.583787183	NA	-0.14073011	NA	-1.430120094	-0.783538926	NA
Grn	NA	NA	NA	NA	NA	-0.17814287	NA	NA	NA
Otud7b	-0.284106629	0.101112158	-0.076204272	-0.17379119	-0.161943768	0.08024833	-0.566955102	0.028144768	0.125386605
Zer1	0.147827668	0.024177814	NA	NA	0.488309336	0.515813357	NA	0.778376811	0.551491409
Rpl37	NA	NA	NA	NA	NA	NA	NA	NA	0.483054736
Itih2	0.103665483	0.114233744	-0.271269686	NA	-0.123936929	0.295840551	-2.443948322	-1.490415626	-1.407784578
Osbpl2	NA	NA	0.259302621	NA	NA	NA	NA	NA	-0.828767548
Gng12	-0.392989334	-0.051204813	-0.082132924	NA	NA	-1.358047114	NA	-1.871970611	-2.565075592
Pde1c	0.261831659	0.390117354	0.077789889	NA	0.28166858	0.029558897	NA	-0.094495057	-0.001371212
Dpp9	NA	NA	NA	NA	-0.378719386	-0.064283796	NA	-0.713260764	-0.113847892
Gc	1.333251974	-0.329413427	0.092342769	NA	2.110329832	NA	-2.337156483	-2.810966176	-2.632628934
Lgi3	0.002306467	0.174406419	0.136453909	0.048654702	-0.212249943	0.021906077	1.9814143	1.262553427	1.279827839
Exoc1	NA	NA	NA	NA	-0.089973511	0.195599575	NA	0.75120661	NA
Qk	-0.003336481	0.312781328	0.462889938	-0.077238887	0.955238397	0.158595552	-0.003018388	-1.11885226	-0.361490523
Hectd1	-0.302457457	-1.041862609	-1.018907244	NA	NA	NA	NA	NA	NA
Hook3	0.097341109	0.21685836	0.4826418	-0.094525864	-0.03005936	0.240008965	NA	0.475707495	0.677440588
Ppp2r4	0.039840265	0.033229161	-0.416192117	-0.062414551	0.717122541	0.135797512	-2.130870855	-3.883763015	-2.733507274
Tbc1d22b	NA	NA	-0.724659144	NA	NA	NA	NA	NA	NA
Ttl	-0.775416347	0.05004888	-0.303471954	-0.376058244	-0.095851205	-0.033348051	-0.663739467	-0.220866376	-0.30612726
Leo1	NA	NA	NA	NA	NA	0.139862368	NA	NA	NA
Eif5a	0.290542363	0.192699178	-0.119839543	-0.192678054	0.132642643	0.047538389	-0.903630185	-0.263767481	-0.261119778
Tspan15	NA	NA	NA	0.000865357	0.085424656	0.074094354	NA	NA	NA
Dym	0.045163352	NA	NA	NA	NA	NA	NA	-1.243010901	-3.841642289
Eepd1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pdlim7	NA	NA	0.206768235	NA	0.364348307	0.34596403	NA	0.323658291	-0.975510101
Gpc1	-0.435319422	0.061707085	0.004177761	0.941406841	-0.496691976	0.075053365	NA	-0.593006268	-0.759062927
Ppp1r11	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dcun1d2	-0.065913824	0.082838815	-0.073833542	-0.162250476	0.052555009	-0.172408573	-0.921608772	-1.58294414	-2.329594713
Grhpr	0.093424959	-0.209644986	-0.345289512	-0.066004435	0.070938821	-0.043422881	1.479437533	-1.87313284	-0.162234332
2700029M09Rik	NA	0.611644543	NA	NA	1.527670916	-0.078000108	NA	0.536948088	NA
Fmnl2	-0.874348898	1.438292852	-0.372916175	NA	0.240619629	NA	NA	0.103799743	-0.477020257
Actr1b	-0.627159311	0.613154428	0.952408122	-0.237387547	0.102053383	-0.216467913	0.292663973	1.162403414	1.651132078
Atp1b2	NA	NA	NA	NA	0.941932618	-1.016745509	NA	NA	NA
Ptpdc1	0.355692898	-0.242225723	0.184089827	NA	1.158466295	0.464981862	NA	-1.480840584	NA
Bpgm	0.593305959	0.400865778	-0.451228019	NA	0.119422583	-0.874243113	NA	-3.175272873	-1.620955788
Apobec2	NA	NA	NA	0.503043371	0.770110162	0.360532839	NA	NA	NA
Tax1bp3	-0.442143923	-0.126958545	-0.190470309	NA	0.003170443	-0.117959585	-1.035253906	-0.347215245	-0.858907322
Nfyc	NA	0.827819025	0.167614841	NA	NA	NA	NA	NA	NA
Ppp1r12b	NA	0.540225701	0.416731671	NA	-0.194525929	-0.041476516	NA	0.778797311	0.455859809
Ephx1	-0.02148218	-0.404057201	-0.165029955	-0.611314493	0.113833829	0.161049225	1.808590988	-2.126832518	-0.036984652
Pygm	2.464694403	-2.905953148	-1.058442917	0.595217194	0.211136827	-1.394372923	-1.621266441	-2.049367356	-2.004913521
Hnrnpu	-1.013392471	-0.844535708	-0.207177957	0.217727042	-0.036733047	-0.108767481	0.43103453	1.729705026	1.620680241
C8a	2.106281309	-1.995448272	-0.464623833	NA	NA	NA	NA	NA	NA
Adk	-0.658606249	0.034356597	-0.364849276	-0.327963955	-0.075413596	-0.160733717	-1.902119566	-1.034308051	-0.857233692
Cbr3	-0.031356244	0.932363591	-0.818350379	NA	-1.039221423	NA	-1.658993455	-2.457355632	-2.501116018
Sbspon	-0.187427845	0.362666256	0.240375394	0.037030731	-0.39554907	-0.063348871	1.288771967	0.055889758	0.498863564
S100a13	-0.235976632	-0.557985434	-0.44646255	NA	NA	-1.902335272	NA	-2.318181956	-3.508682531
Chad	NA	NA	NA	0.708672836	0.305678743	0.512277462	3.744699314	NA	NA
Dock9	-0.783812124	NA	NA	NA	NA	NA	NA	NA	NA
Ddx25	-0.129718145	-0.012213472	-0.067485222	NA	-0.242174531	-0.074471432	NA	-0.259426413	-0.041224126
S100b	-1.192546154	0.308360875	-0.125336787	-0.410888509	0.518535139	-1.08311067	NA	NA	-2.863441095
Atp2b4	-0.893892932	0.081884967	-0.137060684	NA	NA	NA	NA	NA	-0.793106764
Vps37b	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tubg2	NA	NA	NA	NA	-0.325900971	-0.021350396	NA	NA	4.215057281
Cd59a	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iars	-0.768592169	-0.439852454	1.069220959	NA	NA	NA	NA	-0.110277269	1.375790133
Prorsd1	NA	NA	NA	NA	NA	NA	NA	-0.539414687	NA
Spr	-0.333734235	-0.398816956	-0.653400461	-0.216970874	0.050606174	0.054640131	-0.956711496	1.485993489	3.004753055
Rbmxl1	NA	NA	0.460794977	0.12035194	NA	-0.109483266	NA	-1.088960414	-0.95917769
Capn5	NA	NA	NA	NA	NA	2.629496511	NA	-1.13049178	NA
Mat2b	0.309176187	0.077653186	-0.227793389	-0.020574576	0.391877677	0.108758614	-2.759942173	-1.682093969	-2.986101871
Lyplal1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tbc1d17	0.718175283	-0.076919294	0.084064265	NA	0.338110596	0.367930141	-1.089881382	-0.749644728	-0.646089587
Rassf4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Metap2	-0.345124568	0.19887128	0.401193551	0.185105363	0.383939251	0.094911647	-0.142162287	0.711759193	0.707348087
Fbln2	0.788268083	-0.167798594	-0.496630909	NA	NA	NA	NA	NA	-2.646292794
Gm15800	-0.167361087	-0.334152479	-0.017373247	NA	NA	NA	NA	NA	0.713343895
Vat1	-0.232192678	0.511164389	0.404358195	-0.182442228	0.406101238	0.028003278	2.705778896	3.555693472	3.182422164
Serpina10	NA	NA	0.476433536	NA	NA	NA	NA	NA	NA
Josd2	NA	-0.107943213	NA	NA	NA	-0.013785685	NA	-0.213771677	NA
Cops4	0.295487943	0.320080262	0.12035194	-0.343769082	-0.281386301	0.016638942	-0.506270697	1.121811151	3.174981592
Pebp1	0.142348082	-0.255442756	-0.437134832	0.078746447	-0.06937619	0.059355278	-0.866620604	-0.566399537	-0.664150914
Tbc1d13	NA	NA	-0.086124461	NA	NA	0.27464931	NA	-1.401482338	-0.628452289
Ppp1r21	-0.595641805	-0.273534951	0.062259894	0.585251011	-0.221354055	-0.079157932	0.8483976	0.175684271	0.187641078
9130011E15Rik	-0.258390639	-0.519693511	-0.271008538	NA	NA	NA	NA	-1.039784866	-0.042323085
Rpl10a	-0.596121512	-0.367378135	0.478713002	0.511973982	-0.335735628	0.375956902	0.98935703	1.903539655	-0.942390304
Coro7	-0.133732923	-0.13020754	-0.510395412	-0.076964946	-0.169079469	-0.205846182	-0.537780118	0.016638942	0.40990682
Smyd5	0.344714894	0.11516645	-0.015870052	NA	0.06060083	NA	NA	NA	-1.487580936
Cpe	NA	NA	1.889395662	NA	NA	NA	NA	NA	NA
Ttc9	-0.117599539	-0.452411979	-0.085956012	0.346758372	-0.078426566	0.068602027	0.462575888	-1.695629146	-2.818986527
Aagab	NA	NA	NA	NA	NA	NA	NA	-0.291980555	NA
Tigar	0.281431197	-0.018468793	-0.583506114	NA	0.124857467	-0.059389701	-1.919424194	-3.086936354	-2.933022211
Epb42	-0.082652269	0.29419431	0.4089292	0.751977807	-0.071754763	0.637656612	-0.104325118	-0.987703086	-0.531719068
Tbcc	-0.065536338	0.04879418	-0.052954813	NA	1.011853406	NA	NA	-1.093848253	-0.852328603
Serpinf2	1.341473457	0.567448097	-0.334006989	NA	NA	NA	-1.426664256	-2.201642517	-2.584327855
Bsdc1	NA	NA	NA	NA	NA	NA	NA	0.133300476	NA
Mbl1	0.513086431	-0.44353625	NA	0.27369491	0.146524891	-0.127068828	0.815411477	-1.076949729	-0.391058319
Atp6v1g1	0.158983251	0.054084393	-0.102976479	0.126708602	-0.001674498	-0.104588793	-1.16524025	-0.397068096	-0.654785321
Prelp	-0.434987819	-0.685663105	0.266756562	-0.20896113	-0.24814213	-0.025881896	0.360532839	0.312781328	0.246833688
Eif4h	-0.200663975	0.485426827	-0.112833498	-0.431461946	-0.005449239	0.046002047	-0.300128594	-0.849102434	-0.736629005
C1qa	-0.473210021	NA	NA	0.348119084	0.899407681	-0.373458068	2.152280786	1.373453333	NA
Mvb12b	NA	NA	NA	NA	NA	NA	NA	0.509239782	1.719271073
Fam160b1	NA	-0.487682079	-0.202156933	NA	0.384160354	0.135666197	NA	NA	NA
Podn	0.811224395	0.199373961	0.013355059	NA	NA	NA	NA	NA	NA
Ctnna1	-0.49084131	0.098823768	0.146394549	0.16889872	-0.190437384	0.126179949	0.322620422	0.141563582	0.29419431
Sirpa	0.126047755	0.377068206	0.272620455	0.099093179	0.396049858	-0.1082231	0.759922794	0.589955195	0.7212414
Nek9	-0.036156002	0.020057652	-0.262330542	NA	0.116364757	-0.026043474	NA	-1.288064643	4.208127036
Gbp7	-0.562964065	-0.770264432	-0.621732546	NA	0.044184258	NA	-1.603489746	-1.745986538	-1.690171894
Adam22	NA	NA	0.294782469	NA	-0.280772743	-0.588877512	NA	3.168786426	3.579904211
Acbd6	0.296428039	NA	-0.09175583	-0.618938172	NA	-0.392477932	-1.121266812	-0.423468188	0.051302489
Pex5	0.344260395	0.274768566	0.252657864	NA	NA	NA	NA	NA	NA
Armcx2	NA	NA	NA	NA	0.026020971	0.156914315	NA	NA	NA
Tspan8	NA	NA	NA	NA	-0.303614397	NA	NA	1.095316842	0.592636429
Gpi1	0.026020971	-0.63518107	-0.633165851	0.619366055	-0.986473423	0.304043696	-0.685871965	-0.756574638	-0.512390173
Cbr1	0.087462841	-0.404095381	-0.650589427	0.625738062	0.680864422	-0.950871127	-1.338505767	-1.283772894	-1.243659848
Arpin	-0.330936941	-0.126092331	-0.366150341	NA	-0.28393097	-0.227455537	-1.383303549	-3.175142554	-3.130997235
Ccdc74a	0.143654635	NA	-0.134002027	NA	0.046700587	-0.29106236	NA	NA	NA
Pycrl	-0.424435946	0.634407402	-0.513625427	0.028427705	0.109026176	-0.172847614	-0.662345989	-2.05613117	1.225768496
Gtf2i	0.043904394	NA	NA	NA	NA	NA	NA	NA	NA
Lsm6	-0.003987343	0.217230716	-0.101102879	NA	NA	-0.144759742	NA	-0.517213659	-0.617034003
Akt1s1	NA	NA	NA	NA	NA	NA	NA	NA	-1.132514664
Commd3	0.337882322	NA	NA	NA	NA	0.114367025	-0.812257586	-0.575357343	NA
Ccny	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rilpl1	0.205892928	0.155101558	0.004465437	NA	NA	0.123268887	NA	-2.601737201	-2.203568369
Dcx	-0.518825078	-0.49895327	-0.373719744	0.566571641	-0.088300749	0.320426911	NA	-0.387222895	-0.303863706
Cnrip1	-0.113410835	0.298423712	-0.21171521	-0.091632841	0.061568849	-0.107989857	1.05540392	1.499629068	1.16690822
Acy3	-0.175012247	0.043344505	-0.316635909	-0.279091178	-0.297165178	-0.265188514	NA	0.052137623	-3.170718702
Gm9774	0.178873958	NA	0.284395681	NA	-0.043437749	-0.05368835	-0.196343113	1.836610908	3.056496825
Ddhd1	0.04194383	-0.272785278	-0.353947969	NA	NA	-0.161459626	NA	NA	NA
Ubqln1	0.213627239	1.14880398	0.03562391	NA	-0.045639883	0.183073576	NA	-3.738004709	-3.727589755
Mtss1l	NA	NA	NA	NA	-1.350632867	-0.907467789	NA	NA	NA
Cltc	-0.20416657	-1.231955451	-0.657923198	0.360645202	-0.023079192	0.171847314	-0.425307484	-0.346297909	-0.353929531
Eif5a2	-0.175175133	-0.434305348	-0.447013122	NA	NA	NA	-1.724182409	0.151209393	-0.332589232
Ptges3	0.044603951	-0.129165803	-0.098212093	-0.183097247	0.061154063	0.068739591	-0.530405717	-0.639646962	-0.712196768
Cradd	NA	NA	-0.740335816	NA	NA	NA	NA	NA	NA
Cnpy3	NA	NA	NA	-0.294632471	0.907890518	0.511164389	NA	NA	NA
Ckap4	NA	1.862550576	0.932892674	NA	0.262673687	-0.303044711	NA	-0.652220973	-4.752320348
Sfn	0.258820397	0.745624581	0.131721171	-0.175419496	-0.312383847	-0.33482556	-0.696283535	-0.785800574	-0.954920545
Rbm12	NA	0.836004895	-0.39022613	NA	-0.045520763	NA	NA	NA	NA
Arf3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Efnb1	0.201006466	0.764600936	NA	-0.479934855	0.140516919	0.192699178	NA	1.75787666	0.003890027
Hnrnph2	0.32849183	-0.128566356	NA	NA	NA	NA	NA	NA	NA
Exosc4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bag5	-0.070921059	-0.240400984	0.044883678	0.402394751	-0.101087405	-0.2068782	NA	-3.359638207	-2.898188588
Sarm1	0.252657864	-0.697265676	-0.531531373	NA	-0.021291829	NA	NA	NA	NA
Picalm	-0.282210633	-1.106901887	0.176195095	0.318577154	0.086919607	0.129085148	2.130304907	-0.555672181	-0.362399027
Ppih	NA	0.543693838	-0.107492397	-0.045327214	0.050606174	-0.154955622	NA	-0.368793254	NA
Ywhag	0.713783781	0.790855428	0.256165277	-0.235806735	-0.063333796	-0.456444727	-0.678395105	-1.023709692	-0.925220574
